Aircraft;Engine;Role;Registration;Seats;Cargo Capacity (t);Flight Number;Date;Take-off Time (UTC);Origin Airport;Destination Airport;Distance OD (km);Distance Flown (km);CO2 (kgCO2e);Contrails (kgCO2e)
A321;V2533-A5;PAX;EC-MRF;220.0;0.0;VY8306;31/08/2023;31/08/2023 13:30;LEBL;EHAM;1241.1362442046452;1409.372533946971;19197.91634894324;298510.86241020577
A20N;PW1127G-JM;PAX;EC-NFH;186.0;0.0;VY3113;22/01/2023;22/01/2023 19:52;LEZG;GCXO;2015.5571957925813;2062.4571584293813;17949.20062656587;0.0
A321;V2533-A5;PAX;EC-MHA;220.0;0.0;VY8575;18/04/2023;18/04/2023 18:14;EGBB;LFPO;506.7489018780119;642.5414636825369;10561.414101718645;0.0
A321;V2533-A5;PAX;EC-MGY;220.0;0.0;Unknown;08/01/2023;08/01/2023 12:40;LEIB;LFPO;1098.2641741532054;1231.7849314461428;17195.249161181015;-2603.026651164664
A20N;PW1127G-JM;PAX;EC-NIX;186.0;0.0;VY3225;22/06/2023;22/06/2023 14:16;LEST;GCXO;1753.2676773621454;1800.8855214781;15842.26530551453;0.0
A20N;PW1127G-JM;PAX;EC-NFJ;186.0;0.0;VY2609;06/05/2023;06/05/2023 07:02;LEBB;LEMG;749.082899877611;793.1706514014631;8669.756918074198;-11018.122781607806
A321;V2533-A5;PAX;EC-MHA;220.0;0.0;VY8601;26/01/2023;26/01/2023 07:57;LIMJ;LFPO;687.5872639010054;780.6981831772503;12125.997842157882;0.0
A320;CFM56-5B6/P;PAX;EC-KJD;180.0;0.0;VY1882;17/06/2023;17/06/2023 05:32;LEBL;EDDB;1502.4124826682996;1782.712535868423;19922.03373776053;0.0
A320;V2527-A5;PAX;EC-MDZ;180.0;0.0;VY8460;26/12/2023;26/12/2023 07:10;LEBL;LPPT;994.0003331037478;1179.9605499897878;14293.321594777775;0.0
A320;CFM56-5B6/P;PAX;EC-KCU;180.0;0.0;VY3147;25/03/2023;25/03/2023 15:59;GCFV;LEMG;1265.9517282373215;1347.4837302524002;15864.526518125724;0.0
A20N;PW1127G-JM;PAX;EC-NIX;186.0;0.0;VY2119;11/08/2023;11/08/2023 19:02;LEBL;LEMG;765.966389686389;829.3552131482393;8933.45207937715;0.0
A320;V2527-A5;PAX;EC-MVE;186.0;0.0;VY6367;10/12/2023;10/12/2023 18:37;LEST;LEZL;645.6782805549823;725.2269082498116;10063.154493456375;0.0
A320;CFM56-5B4/3;PAX;EC-LLM;180.0;0.0;VY3841;31/08/2023;31/08/2023 11:25;EDDM;LEPA;1215.744849059725;1327.0978543783017;15674.600648270474;-11453.864119527309
A20N;PW1127G-JM;PAX;EC-NAX;186.0;0.0;VY3048;28/10/2023;28/10/2023 17:01;LEZL;GCLP;1377.5380723845806;1532.9660266278051;13943.660144133264;58208.24793732308
A20N;PW1127G-JM;PAX;EC-NCF;186.0;0.0;VY1006;25/12/2023;25/12/2023 15:30;LEBL;LEMD;482.93021580816446;516.7757343186886;6621.154397078504;0.0
A319;CFM56-5B6/P;PAX;EC-MKV;144.0;0.0;Unknown;20/08/2023;20/08/2023 03:04;LEBL;LIRQ;797.5506985199976;872.779375883979;10605.792823018908;0.0
A320;V2527-A5;PAX;EC-MKO;186.0;0.0;VY2901;13/02/2023;13/02/2023 10:52;LEGR;GCLP;1495.4252910656332;1584.5706344479474;18074.57300371405;0.0
A320;V2527-A5;PAX;EC-MJB;186.0;0.0;VY3709;29/10/2023;29/10/2023 16:38;LEMH;LEBL;241.0492606878899;276.4610290169838;5382.014724508321;0.0
A321;CFM56-5B3/3;PAX;EC-NLY;220.0;0.0;VY3007;29/07/2023;29/07/2023 20:23;GCLP;LEBL;2174.4948701069866;2228.392267426288;28648.13191755231;0.0
A321;V2533-A5;PAX;EC-MGZ;220.0;0.0;VY1420;18/09/2023;18/09/2023 05:01;LEBL;LEBB;466.810876844104;546.9982220839893;9476.63604168077;0.0
A320;CFM56-5B4/3;PAX;EC-LVP;180.0;0.0;VY3937;08/08/2023;08/08/2023 21:46;LEPA;LEAL;318.2296639123855;370.0057727426311;6507.735931428355;0.0
A321;V2533-A5;PAX;EC-MMH;220.0;0.0;VY8581;07/07/2023;07/07/2023 18:30;EDDH;LFPO;760.1575139939234;939.3209717962912;13899.192747989018;0.0
A320;CFM56-5B4/P;PAX;EC-JTQ;180.0;0.0;VY8476;14/06/2023;14/06/2023 05:05;LEBL;LPPR;898.660944743925;978.117982870258;12411.328884393968;0.0
A320;V2527-A5;PAX;EC-MJB;186.0;0.0;VY3069;27/02/2023;27/02/2023 13:36;GCLP;LEMG;1409.5460140854718;1455.0945423909857;16865.953831907933;-18502.72824625985
A320;CFM56-5B4/3;PAX;EC-MAH;180.0;0.0;VY3922;17/07/2023;17/07/2023 22:38;LEBL;LEPA;201.96688121093285;242.90889877132463;4984.701357360073;0.0
A321;V2533-A5;PAX;EC-MRF;220.0;0.0;Unknown;13/04/2023;13/04/2023 18:47;LEBL;LFPO;826.0961118302938;973.9477887580268;14295.553962233627;9049.458872515324
A20N;PW1127G-JM;PAX;EC-NDA;186.0;0.0;VY3138;09/05/2023;09/05/2023 15:25;GCRR;LEMR;1753.1518889904353;1808.5020697783248;15908.189095840267;18425.12367875901
A320;CFM56-5B4/3;PAX;EC-LZN;180.0;0.0;VY1896;02/03/2023;02/03/2023 17:04;LEBL;EDDL;1167.4145868113608;1340.8037189200368;15795.462565451087;0.0
A320;CFM56-5B4/3;PAX;EC-LVO;180.0;0.0;VY1509;04/03/2023;04/03/2023 12:58;LFML;LEBL;351.2476598575437;480.470831928759;7766.7780670247585;0.0
A320;V2527-A5;PAX;EC-MOG;186.0;0.0;VY3258;27/07/2023;27/07/2023 18:50;LEZL;GCXO;1390.1408343101732;1475.0957546964996;17038.613713594517;0.0
A320;CFM56-5B4/3;PAX;EC-LOB;180.0;0.0;VY3214;09/05/2023;09/05/2023 18:19;LEBL;GCXO;2194.5028527808254;2255.3368002817037;24562.151358081504;0.0
A20N;PW1127G-JM;PAX;EC-NBA;186.0;0.0;VY3119;08/12/2023;08/12/2023 20:07;GCXO;LEAL;1821.7448648106365;;16744.96198162773;
A320;CFM56-5B6/P;PAX;EC-KCU;180.0;0.0;VY8353;14/06/2023;14/06/2023 10:34;LEVC;EHAM;1481.113988456934;1554.2256853248994;17781.051204846844;0.0
A321;V2533-A5;PAX;EC-MMH;220.0;0.0;VY8300;08/10/2023;08/10/2023 05:16;LEBL;LFBJ;520.5948196835999;;10248.497353630795;
A21N;PW1133G-JM;PAX;EC-NYF;230.0;0.0;VY3210;13/09/2023;13/09/2023 05:42;LEBL;GCXO;2194.5028527808254;2287.8146996580967;23105.73751504256;0.0
A321;V2533-A5;PAX;EC-MHA;220.0;0.0;VY3188;19/12/2023;19/12/2023 10:40;GCRR;LFPO;2586.894260739231;2729.987814009732;34669.655536891;0.0
A320;V2527-A5;PAX;EC-MOG;186.0;0.0;VY8655;09/02/2023;09/02/2023 20:01;LKPR;LEBL;1358.028873187786;1464.5087025393616;16952.283772751223;0.0
A320;CFM56-5B4/3;PAX;EC-LZN;180.0;0.0;VY3001;04/12/2023;04/12/2023 07:01;GCLP;LEBL;2174.4948701069866;2328.708347138691;25277.97597397666;-8611.667788957528
A320;CFM56-5B6/P;PAX;EC-KJD;180.0;0.0;VY8478;30/07/2023;30/07/2023 13:02;LEBL;LPPR;898.660944743925;969.5700154103756;12342.264931719334;0.0
A20N;PW1127G-JM;PAX;EC-NFJ;186.0;0.0;VY1429;14/05/2023;14/05/2023 16:11;LEBB;LEBL;466.810876844104;570.8135600203934;7087.585950256477;0.0
A320;V2527-A5;PAX;EC-MNZ;186.0;0.0;VY8364;06/12/2023;06/12/2023 05:54;EHAM;LEMG;1883.6573073377576;2034.9383530069488;22377.968555734747;-0.0446569863919035
A20N;PW1127G-JM;PAX;EC-NIJ;186.0;0.0;VY8605;01/07/2023;01/07/2023 12:29;LEMH;LEBL;241.0492606878899;304.3476938711395;4644.504340148414;0.0
A320;V2527-A5;PAX;EC-LVS;180.0;0.0;VY6109;01/02/2023;01/02/2023 06:08;LIRF;LEBL;847.9678302098054;900.7531962388628;11686.1573813103;0.0
A20N;PW1127G-JM;PAX;EC-NCG;186.0;0.0;Unknown;06/05/2023;06/05/2023 14:50;EGKK;LEBL;1109.0539170109523;1146.7244447701937;11188.045708517402;25948.071970125417
A321;V2533-A5;PAX;EC-MJR;220.0;0.0;VY8518;13/02/2023;13/02/2023 19:23;EINN;LFPO;909.1765951949812;977.968386091933;14337.276195312006;0.0
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY8302;04/02/2023;04/02/2023 11:40;LEBL;EHAM;1241.1362442046452;1406.0017386224465;16399.772151354144;0.0
A320;CFM56-5B4/3;PAX;EC-LVP;180.0;0.0;Unknown;18/08/2023;18/08/2023 08:22;GCXO;LEMG;1433.559265590338;1572.08330788827;17953.711086533436;0.0
A320;V2527-A5;PAX;EC-MES;186.0;0.0;VY8473;27/10/2023;27/10/2023 19:29;EGKK;LEVC;1296.596941101017;1385.742882397427;16209.846281498898;50322.11331385457
A320;V2527-A5;PAX;EC-MES;186.0;0.0;VY3506;16/02/2023;16/02/2023 07:56;LEBL;LEIB;276.1540864735084;339.1395925952793;6132.4955291216775;0.0
A320;V2527-A5;PAX;EC-MKN;186.0;0.0;VY8436;12/12/2023;12/12/2023 17:31;LPPT;EHAM;1846.297159921293;1924.290364206165;21276.69991589605;0.0
A320;V2527-A5;PAX;EC-MFM;180.0;0.0;VY3003;11/06/2023;11/06/2023 14:46;GCLP;LEBL;2174.4948701069866;2275.4902115451573;24764.0506087186;-3.3640670666943966
A320;CFM56-5B4/3;PAX;EC-MAN;180.0;0.0;VY3981;15/09/2023;15/09/2023 17:33;LEST;LEPA;1003.2489654171123;1208.9667807398089;14569.577405476315;92319.55352619172
A320;CFM56-5B6/P;PAX;EC-KCU;180.0;0.0;VY7991;17/04/2023;17/04/2023 07:33;LFML;DAAG;769.1804995117263;;11358.103606105784;
A20N;PW1127G-JM;PAX;EC-NAE;186.0;0.0;VY6405;18/03/2023;18/03/2023 15:43;LIPZ;LEBL;951.7499664555206;1001.328008677963;10159.634579435882;156890.85595764202
A320;V2527-A5;PAX;EC-MXP;186.0;0.0;VY1220;04/06/2023;04/06/2023 10:12;LEBL;LFLL;548.6324974283636;649.7550177002539;9355.248978541364;0.0
A320;V2527-A5;PAX;EC-MKM;186.0;0.0;VY2215;25/10/2023;25/10/2023 12:09;LEZL;LEBL;809.2782447899061;965.2473626065048;12290.466967213357;0.0
A321;V2533-A5;PAX;EC-MJR;220.0;0.0;VY3005;15/07/2023;15/07/2023 08:53;GCLP;LEBL;2174.4948701069866;2323.174896973766;29781.33377949428;0.0
A319;CFM56-5B6/P;PAX;EC-MGF;144.0;0.0;VY6865;08/02/2023;08/02/2023 16:03;LICC;LIRQ;776.7111913197672;839.3773234320902;10316.78646855824;0.0
A321;V2533-A5;PAX;EC-MQL;220.0;0.0;VY8006;30/03/2023;30/03/2023 08:26;LEBL;LFPO;826.0961118302938;969.2750134163148;14232.970612616056;0.0
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY8152;28/11/2023;28/11/2023 05:30;LEVC;LFPO;1051.673874007024;1113.167957358837;13671.74602070606;1060.0099834245068
A321;V2533-A5;PAX;EC-MRF;220.0;0.0;VY8241;13/12/2023;13/12/2023 21:08;LFPG;LEBL;858.7380115037018;908.7247895292044;13565.41488336198;0.0
A320;CFM56-5B4/3;PAX;EC-LOP;180.0;0.0;VY3251;28/06/2023;28/06/2023 15:53;GCXO;LEZL;1390.1408343101732;1527.2338550629408;17539.327370485626;0.0
A321;V2533-A5;PAX;EC-MGZ;220.0;0.0;Unknown;19/10/2023;19/10/2023 12:16;EGKK;LEBL;1109.0539170109523;1196.4128400111151;16798.887946936407;0.0
A320;V2527-A5;PAX;EC-MLE;186.0;0.0;VY3518;22/08/2023;22/08/2023 18:51;LEBL;LEIB;276.1540864735084;363.44007238408864;6419.444072062078;0.0
A321;V2533-A5;PAX;EC-MLM;220.0;0.0;Unknown;06/11/2023;06/11/2023 10:20;EGKK;LEBL;1109.0539170109523;1153.0826026867796;16319.08226653504;-5707.751143213699
A320;V2527-A5;PAX;EC-MER;180.0;0.0;VY3212;14/12/2023;14/12/2023 11:14;LEBL;GCXO;2194.5028527808254;2272.521562886047;24727.341654057305;0.0
A320;CFM56-5B4/3;PAX;EC-KRH;180.0;0.0;VY1673;16/06/2023;16/06/2023 07:29;LEBL;LEST;883.2522704545041;920.8200942756292;11876.083251165546;0.0
A321;V2533-A5;PAX;EC-MLD;220.0;0.0;Unknown;07/01/2023;07/01/2023 20:03;LPPT;LFPO;1438.111041875215;1574.821643476586;21076.90682173537;277318.3747918753
A320;CFM56-5B6/P;PAX;EC-KDT;180.0;0.0;VY8258;15/11/2023;15/11/2023 08:57;LFPG;LEAL;1218.8310755986367;1399.1458239455087;16330.70819867951;-58.02024154838703
A20N;PW1127G-JM;PAX;EC-NAF;186.0;0.0;VY8013;30/07/2023;30/07/2023 17:39;LFPO;LEBL;826.0961118302938;877.8327011031222;9276.25578907099;0.0
A321;V2533-A5;PAX;EC-MLM;220.0;0.0;VY8154;04/02/2023;04/02/2023 19:08;LEVC;LFPO;1051.673874007024;1154.633339868212;16319.08226653504;0.0
A320;CFM56-5B6/3;PAX;EC-KLT;180.0;0.0;VY3106;12/07/2023;12/07/2023 09:19;LEAL;LEMR;723.6637071910935;851.9523862192631;11237.24168892517;0.0
A320;CFM56-5B4/P;PAX;EC-JYX;180.0;0.0;VY2221;24/01/2023;24/01/2023 20:51;LEZL;LEBL;809.2782447899061;907.8864248719032;11755.221333984931;0.0
A320;V2527-A5;PAX;EC-MBT;180.0;0.0;VY3934;18/03/2023;18/03/2023 06:30;LEAL;LEPA;318.2296639123855;334.5655948970301;6088.3495994385385;0.0
A321;V2533-A5;PAX;EC-MOO;220.0;0.0;VY8577;18/09/2023;18/09/2023 10:14;LFPO;EGKK;326.33001669691305;496.6239717787416;8913.385895122645;0.0
A20N;PW1127G-JM;PAX;EC-NCF;186.0;0.0;VY6253;05/02/2023;05/02/2023 12:37;LIRF;LFPO;1088.6659905506278;1177.3833279911653;11412.186595624911;0.0
A320;V2527-A5;PAX;EC-MNZ;186.0;0.0;VY1453;10/07/2023;10/07/2023 15:12;LEAL;LEBB;592.1028769291162;684.5386786437759;9683.30275374588;0.0
A321;CFM56-5B3/3;PAX;EC-NLV;220.0;0.0;VY1872;28/10/2023;28/10/2023 17:25;LEBL;ETNT;1424.525213092419;;20442.994614425625;
A320;CFM56-5B4/3;PAX;EC-MAI;180.0;0.0;VY7894;07/08/2023;07/08/2023 15:58;LEBL;HECA;2906.070006600393;;31940.6512450008;
A319;CFM56-5B6/3;PAX;EC-MIR;144.0;0.0;VY2486;04/05/2023;04/05/2023 14:14;LEBL;LESO;391.8561560182081;524.0414539285446;7587.282009763043;0.0
A320;CFM56-5B4/P;PAX;EC-MYB;180.0;0.0;VY6109;18/10/2023;18/10/2023 05:02;LIRF;EGKK;1405.917409558029;1604.752562288135;18247.232885400637;-13325.501280124116
A320;CFM56-5B4/3;PAX;EC-LLM;180.0;0.0;VY2610;21/11/2023;21/11/2023 19:58;LEMG;LEBB;749.082899877611;762.6727431749711;10408.47425682955;0.0
A320;CFM56-5B6/P;PAX;EC-KJD;180.0;0.0;VY6367;14/07/2023;14/07/2023 14:29;LEST;LEZL;645.6782805549823;772.8901621871416;10494.804197672844;0.0
A20N;PW1127G-JM;PAX;EC-NEA;186.0;0.0;VY3933;08/12/2023;08/12/2023 18:22;LEPA;LEBB;628.7551457363238;646.0576709442851;7628.161030927532;0.0
A320;CFM56-5B4/3;PAX;EC-MAN;180.0;0.0;VY3900;18/03/2023;18/03/2023 07:10;LEBL;LEPA;201.96688121093285;247.3376084907292;5050.9202518847815;0.0
A320;CFM56-5B4/P;PAX;EC-KDH;180.0;0.0;VY2424;03/07/2023;03/07/2023 11:16;LEZL;LEIB;655.4886152869631;721.1317398884964;10011.3565289504;0.0
A320;CFM56-5B4/P;PAX;EC-JSY;180.0;0.0;VY1305;20/01/2023;20/01/2023 11:27;LEAL;LEBL;403.8531061870535;570.1703664046041;8612.811487289038;0.0
A320;CFM56-5B4/3;PAX;EC-KLB;180.0;0.0;VY3254;22/08/2023;22/08/2023 04:42;LEZL;GCXO;1390.1408343101732;1461.569489983584;16917.751796413908;0.0
A20N;PW1127G-JM;PAX;EC-NDA;186.0;0.0;VY1578;12/10/2023;12/10/2023 13:29;LEBL;LEAS;711.5818927865374;767.5464427290028;8485.17030516213;0.0
A20N;PW1127G-JM;PAX;EC-NDC;186.0;0.0;VY8476;13/02/2023;13/02/2023 06:39;LEBL;LPPR;898.660944743925;992.6214408386406;10093.710789110146;0.0
A320;V2527-A5;PAX;EC-MEA;180.0;0.0;VY1313;07/12/2023;07/12/2023 18:06;LEBL;LEAL;403.8531061870535;442.9463934926712;7368.581560249559;0.0
A320;CFM56-5B4/3;PAX;EC-MAO;180.0;0.0;VY6503;08/06/2023;08/06/2023 19:36;LIRN;LEBL;1023.6083493220387;1073.3414884622018;13309.160269164226;172891.2972320508
A321;V2533-A5;PAX;EC-MGZ;220.0;0.0;VY3709;08/09/2023;08/09/2023 16:58;LEMH;LEBL;241.0492606878899;257.72966722183406;6222.301861567154;0.0
A20N;PW1127G-JM;PAX;EC-NFH;186.0;0.0;VY3212;06/05/2023;06/05/2023 10:08;LEBL;GCXO;2194.5028527808254;2252.8483988200464;19504.04039597967;-26785.14193261669
A321;V2533-A5;PAX;EC-MQB;220.0;0.0;VY8948;26/04/2023;26/04/2023 09:38;LFPO;LIMC;590.0383296647423;717.961184607231;11416.719879825429;-18431.2207199752
A321;V2533-A5;PAX;EC-MLD;220.0;0.0;VY8526;05/06/2023;05/06/2023 11:59;LFPO;GMAD;2276.171866177821;;30359.044532641165;
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY8829;11/11/2023;11/11/2023 20:17;LFPG;LEZL;1457.4451313122115;1528.6417237758533;17539.327370485626;14204.220436662114
A320;CFM56-5B4/P;PAX;EC-JYX;180.0;0.0;VY3931;19/12/2023;19/12/2023 10:20;LEPA;LEGR;625.682054569327;740.753267935462;10201.282398805644;0.0
A320;CFM56-5B6/P;PAX;EC-KJD;180.0;0.0;VY1428;22/04/2023;22/04/2023 07:26;LFMN;LEBL;496.29649900010094;591.7930039134412;8820.003345312944;0.0
A320;CFM56-5B4/3;PAX;EC-MBL;180.0;0.0;VY6515;24/02/2023;24/02/2023 17:03;LIMF;LEBL;625.8255121182425;672.4453136981705;9562.44083656527;33974.39987744126
A20N;PW1127G-JM;PAX;EC-NDA;186.0;0.0;VY8129;17/10/2023;17/10/2023 19:32;LKPR;LEBL;1358.028873187786;1493.965842420777;13666.780224765163;0.0
A320;V2527-A5;PAX;EC-LUO;180.0;0.0;VY2151;18/05/2023;18/05/2023 08:43;EBBR;LEMG;1735.4806098783336;1867.9441073450369;20726.065595976692;0.0
A20N;PW1127G-JM;PAX;EC-NAX;186.0;0.0;VY1175;08/08/2023;08/08/2023 06:06;GCLP;LEVC;1879.861069507478;1932.0666318142391;16866.910198836653;0.0
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY6612;04/09/2023;04/09/2023 13:58;LEBL;LIBD;1226.7002464174584;1256.8161064643134;15018.49309786144;16629.51727837701
A321;V2533-A5;PAX;EC-MPV;220.0;0.0;VY2117;13/10/2023;13/10/2023 10:56;LEBL;LEMG;765.966389686389;833.6503848865375;12710.109105255196;0.0
A320;V2527-A5;PAX;EC-MOG;186.0;0.0;VY1813;09/11/2023;09/11/2023 09:07;EDDM;LEBL;1094.6300447813323;1166.8902754353103;14172.459677597164;22231.627793610314
A320;V2527-A5;PAX;EC-MVN;180.0;0.0;VY1869;28/12/2023;28/12/2023 09:42;EDDS;LEBL;994.6559866495118;1039.6063365535229;12981.106493959707;497712.2602100289
A320;V2527-A5;PAX;EC-LVT;180.0;0.0;VY8307;02/01/2023;02/01/2023 17:41;EHAM;LEBL;1241.1362442046452;1296.9124211942992;15381.078849403277;91649.9558878576
A320;CFM56-5B4/3;PAX;EC-MAI;180.0;0.0;VY6341;19/06/2023;19/06/2023 14:12;LIMC;LEBL;720.7942696840571;889.8948012352492;11599.827440467006;-10859.407754804171
A321;V2533-A5;PAX;EC-MGY;220.0;0.0;VY3708;10/09/2023;10/09/2023 15:01;LEBL;LEMH;241.0492606878899;332.1447960774844;7056.746523134749;0.0
A20N;PW1127G-JM;PAX;EC-NAV;186.0;0.0;VY3715;28/03/2023;28/03/2023 08:35;LEMH;LEBL;241.0492606878899;339.95373013780977;4988.269567440603;0.0
A20N;PW1127G-JM;PAX;EC-NCS;186.0;0.0;VY8302;31/01/2023;31/01/2023 11:50;LEBL;EHAM;1241.1362442046452;1389.196081744307;12915.249015051746;57.32669830992224
A320;CFM56-5B4/P;PAX;EC-JTQ;180.0;0.0;VY6933;24/05/2023;24/05/2023 08:30;LEZL;EGKK;1591.558571178804;1695.0964635358753;19093.26630566491;4617.755098374921
A321;V2533-A5;PAX;EC-MHS;220.0;0.0;VY8307;13/09/2023;13/09/2023 16:28;EHAM;LEBL;1241.1362442046452;1331.410778034661;18321.749454297267;0.0
A320;CFM56-5B4/P;PAX;EC-JTQ;180.0;0.0;VY1008;08/05/2023;08/05/2023 18:39;LEBL;LEMD;482.93021580816446;522.2796982039123;8163.89579490391;0.0
A320;CFM56-5B4/3;PAX;EC-LLJ;180.0;0.0;VY2654;16/01/2023;16/01/2023 06:27;LEST;LEMG;768.2318308580365;899.3108889002918;11686.1573813103;-12199.42552446983
A320;V2527-A5;PAX;EC-LUN;180.0;0.0;VY8478;06/08/2023;06/08/2023 13:45;LEBL;LPPR;898.660944743925;972.8148953372238;12359.530919887991;0.0
A320;V2527-A5;PAX;EC-LUO;180.0;0.0;VY1820;14/04/2023;14/04/2023 05:40;LEBL;EDDH;1492.5636767058477;1718.1797058394015;19317.72415185748;-5089.222604082246
A321;V2533-A5;PAX;EC-MQB;220.0;0.0;VY8243;30/12/2023;30/12/2023 09:19;LFPG;LEBL;858.7380115037018;907.398918058406;13544.55376682279;-20021.5343894022
A20N;PW1127G-JM;PAX;EC-NFH;186.0;0.0;VY3955;29/08/2023;29/08/2023 06:36;LEVC;LEPA;276.30655386254153;404.4234816055186;5572.670453837325;0.0
A20N;PW1127G-JM;PAX;EC-NCS;186.0;0.0;VY3981;29/10/2023;29/10/2023 16:23;LEST;LEPA;1003.2489654171123;1107.8786007550102;10911.1657891493;102001.01059570847
A320;CFM56-5B4/3;PAX;EC-LLM;180.0;0.0;VY8828;07/04/2023;07/04/2023 14:54;LEZL;LFPB;1449.2406269839653;1485.7299610346636;17142.20964260647;-835.6634677461884
A321;V2533-A5;PAX;EC-MHB;220.0;0.0;VY6535;06/06/2023;06/06/2023 13:03;LICC;LEBL;1193.2691218908014;1320.9203178029743;18196.58275506213;171576.49343548992
A320;V2527-A5;PAX;EC-MGE;186.0;0.0;VY7293;22/07/2023;22/07/2023 18:30;EGKK;LEBB;896.2343404083921;1028.6677976001604;12877.510564947754;193968.62692555852
A321;V2533-A5;PAX;EC-MQB;220.0;0.0;Unknown;23/07/2023;23/07/2023 11:57;EGKL;EGKL;0.0;;0.0;
A320;CFM56-5B6/3;PAX;EC-KLT;180.0;0.0;VY1871;12/02/2023;12/02/2023 09:47;EKCH;LEBL;1768.57318009677;1834.2488780671476;20388.21541831432;0.0
A321;V2533-A5;PAX;EC-MHS;220.0;0.0;VY8948;27/04/2023;27/04/2023 05:11;LFPO;LIMC;590.0383296647423;739.1898523858354;11646.192161756517;-58.249887544401496
A320;V2527-A5;PAX;EC-MFL;180.0;0.0;VY3162;10/09/2023;10/09/2023 05:09;LEST;GCLP;1778.2054874068783;;20762.774550637987;
A321;V2533-A5;PAX;EC-MRF;220.0;0.0;VY3164;25/04/2023;25/04/2023 14:40;LIPZ;LEBL;951.7499664555206;1096.253900592005;15672.387653820157;0.0
A320;V2527-A5;PAX;EC-MBS;180.0;0.0;VY3257;14/01/2023;14/01/2023 13:19;GCXO;LEZL;1390.1408343101732;1491.3843770014155;17194.00760711245;-12.11047972144165
A20N;PW1127G-JM;PAX;EC-NCG;186.0;0.0;VY3979;16/04/2023;16/04/2023 16:24;LEZG;LEPA;396.3184878926727;513.1015264671157;6586.7778743492845;0.0
A320;V2527-A5;PAX;EC-MXP;186.0;0.0;VY1002;11/09/2023;11/09/2023 05:32;LEBL;LEMD;482.93021580816446;518.1785139884707;8129.363818566592;0.0
A20N;PW1127G-JM;PAX;EC-NFK;186.0;0.0;VY2974;02/02/2023;02/02/2023 12:10;LEBL;LFRS;714.2352201762058;767.421778669805;8485.17030516213;0.0
A20N;PW1127G-JM;PAX;EC-NCU;186.0;0.0;VY6575;06/05/2023;06/05/2023 19:30;LEAS;GCLP;1929.1535898886923;1995.5872311913924;17400.433649125705;0.0
A320;V2527-A5;PAX;EC-MEQ;186.0;0.0;VY8472;31/12/2023;31/12/2023 16:35;LEVC;EGKK;1296.596941101017;1447.836309063861;16796.8898792333;48.76366999484685
A321;V2533-A5;PAX;EC-MHS;220.0;0.0;VY1220;28/02/2023;28/02/2023 10:54;LEBL;LFLL;548.6324974283636;663.845483891806;10790.886383649731;0.0
A320;V2527-A5;PAX;EC-MYC;186.0;0.0;VY1677;23/10/2023;23/10/2023 12:17;LEST;LEBL;883.2522704545041;939.3643963218584;12048.743132852132;0.0
A20N;PW1127G-JM;PAX;EC-NCF;186.0;0.0;VY8652;15/11/2023;15/11/2023 06:24;LEBL;LKPR;1358.028873187786;1510.3786603793262;13785.443047351497;-4967.337432406411
A20N;PW1127G-JM;PAX;EC-NIX;186.0;0.0;VY6622;18/11/2023;18/11/2023 10:48;LEAL;EGKK;1430.9134098281163;1603.0466763648394;14444.680950608876;11646.39381220419
A20N;PW1127G-JM;PAX;EC-NCS;186.0;0.0;VY3976;04/09/2023;04/09/2023 05:44;LEBB;LEIB;609.1855596217713;643.4646036782807;7601.791514797237;0.0
A320;V2527-A5;PAX;EC-MEA;180.0;0.0;Unknown;05/02/2023;05/02/2023 18:29;LEBL;LEGR;680.1368145509944;743.3145987663341;10218.548386974304;0.0
A320;V2527-A5;PAX;EC-MFL;180.0;0.0;VY3257;10/12/2023;10/12/2023 15:42;GCXO;LEZL;1390.1408343101732;1419.0321691600536;16520.634068534753;16950.973448087425
A320;CFM56-5B4/3;PAX;EC-LOC;180.0;0.0;VY1008;31/05/2023;31/05/2023 20:28;LEBL;LEMD;482.93021580816446;555.5136321265709;8474.683581939767;0.0
A321;V2533-A5;PAX;EC-MMH;220.0;0.0;VY3134;11/03/2023;11/03/2023 06:29;LFPO;GCTS;2814.278267564428;3043.1516245925527;38424.77543234575;15236.740902567328
A320;V2527-A5;PAX;EC-LVV;180.0;0.0;VY6334;14/12/2023;14/12/2023 13:44;LEBL;LIMC;720.7942696840571;825.3028867834664;10995.51785456395;0.0
A320;V2527-A5;PAX;EC-MVE;186.0;0.0;VY6014;25/04/2023;25/04/2023 18:47;EGKK;LEZL;1591.558571178804;1701.3798241367242;19162.330258339545;147377.63729977858
A321;V2533-A5;PAX;EC-MLD;220.0;0.0;VY8014;22/01/2023;22/01/2023 18:15;LEBL;LFPO;826.0961118302938;908.5833075256506;13565.41488336198;0.0
A321;V2533-A5;PAX;EC-MLM;220.0;0.0;VY8740;18/06/2023;18/06/2023 19:13;LEBL;LMML;1234.2057876783954;1305.5017198630562;18029.69382274861;0.0
A320;CFM56-5B4/3;PAX;EC-MBF;180.0;0.0;VY3163;18/08/2023;18/08/2023 08:21;GCLP;LEST;1778.2054874068783;1849.133974443132;20526.34332366359;0.0
